FREQ,AMP
0.3,3.32987992462
0.305333117343,3.31593714011
0.310761041821,3.29764946608
0.316285458826,3.27570496634
0.321908083711,3.25094999193
0.327630662324,3.22432982867
0.333454971549,3.19680153532
0.339382819854,3.16921178659
0.345416047862,3.14218164889
0.351556528913,3.11605016329
0.357806169651,3.09090332567
0.364166910613,3.0666660752
0.370640726835,3.04323841198
0.377229628462,3.02062688772
0.383935661374,2.99900862011
0.390760907821,2.97870449939
0.397707487069,2.96007221297
0.404777556058,2.9433471886
0.411973310071,2.92850246019
0.41929698342,2.91519612507
0.426750850133,2.90283152241
0.434337224666,2.89071410614
0.442058462618,2.87825470646
0.449916961462,2.86513421751
0.457915161295,2.85135959249
0.466055545589,2.83717895132
0.474340641965,2.82290455862
0.482773022978,2.80876665334
0.491355306916,2.79487001336
0.500090158612,2.7812467437
0.508980290271,2.76793458266
0.518028462315,2.75500786149
0.527237484236,2.74255354114
0.536610215472,2.73063968656
0.546149566294,2.71930519867
0.555858498706,2.70856755615
0.565740027371,2.69843306599
0.575797220542,2.68890077639
0.586033201018,2.6799792065
0.59645114711,2.67172372665
0.607054293632,2.66427688064
0.617845932903,2.65787810789
0.628829415769,2.65282418057
0.640008152645,2.64939578171
0.651385614573,2.64777866996
0.662965334299,2.64799058781
0.674750907372,2.64983181655
0.686745993259,2.65287506898
0.698954316481,2.6565031396
0.71137966777,2.66000360885
0.724025905248,2.66270407381
0.736896955621,2.66410769639
0.7499968154,2.66400500422
0.763329552144,2.6625287114
0.776899305719,2.66012932092
0.790710289589,2.65747952911
0.804766792117,2.65533179738
0.819073177903,2.65436728455
0.833633889136,2.65507402577
0.848453446974,2.65766853798
0.863536452949,2.66207439585
0.878887590393,2.66796309141
0.894511625895,2.67484555211
0.910413410779,2.68219416101
0.926597882612,2.68956982404
0.943070066737,2.69671347436
0.959835077831,2.70356802638
0.976898121496,2.71024029422
0.994264495875,2.71692945524
1.0119395933,2.72384815665
1.02992890194,2.73116456432
1.04823800757,2.73897250785
1.06687259523,2.7472831325
1.08583845103,2.75602593991
1.10514146395,2.76505135043
1.12478762764,2.7741410168
1.14478304232,2.7830367887
1.16513391664,2.79149633805
1.18584656963,2.79937032303
1.20692743265,2.80666241339
1.22838305139,2.8135535527
1.25022008791,2.82038265908
1.27244532268,2.82758311824
1.29506565674,2.83559814197
1.31808811379,2.84479272807
1.34151984238,2.85538885927
1.36536811817,2.86744563045
1.38964034614,2.88088951471
1.41434406291,2.89558467282
1.43948693908,2.91140813726
1.46507678161,2.92828931401
1.49112153625,2.94620117685
1.51762929,2.9651155161
1.54460827362,2.98494151957
1.57206686419,3.00547645443
1.60001358771,3.02639308072
1.62845712176,3.04727499237
1.65740629815,3.06769146944
1.68687010572,3.08729310004
1.71685769311,3.10590110269
1.74737837157,3.12356483947
1.77844161789,3.14056825978
1.81005707734,3.15738573278
1.84223456665,3.17460000889
1.87498407703,3.19279829697
1.90831577736,3.21246546704
1.94224001725,3.23389906877
1.97676733032,3.25715678852
2.01190843742,3.28205609716
2.04767425002,3.3082337703
2.08407587354,3.33524310942
2.12112461082,3.36265686855
2.15883196565,3.3901398811
2.1972096463,3.41747047463
2.2362695692,3.44450945209
2.27602386261,3.47113931545
2.31648487039,3.49720910591
2.35766515584,3.52252354908
2.39957750561,3.5468852679
2.44223493364,3.57017210851
2.48565068524,3.59241436596
2.52983824116,3.61382960149
2.57481132182,3.63478841503
2.62058389154,3.65571853316
2.66717016287,3.67698523714
2.71458460104,3.69879809996
2.76284192842,3.72117921195
2.8119571291,3.74399557236
2.86194545354,3.76703375808
2.91282242331,3.7900768033
2.96460383592,3.81294740197
3.01730576969,3.83550851975
3.07094458878,3.85763608377
3.12553694826,3.87919285595
3.18109979928,3.90002751512
3.2376503943,3.92000342184
3.29520629253,3.93905438878
3.35378536528,3.9572396918
3.4134058016,3.97476833561
3.47408611386,3.99197724962
3.53584514354,4.0092701751
3.59870206706,4.02703962984
3.66267640174,4.04559001266
3.72778801187,4.06507697326
3.79405711485,4.08547436988
3.86150428751,4.1065771117
3.93015047246,4.12803482868
4.00001698461,4.14940521842
4.07112551778,4.17021338586
4.14349815145,4.19001408929
4.21715735762,4.20844873097
4.29212600776,4.22529088956
4.36842737992,4.24047475243
4.44608516598,4.25409383889
4.525123479,4.2663662602
4.60556686068,4.27756991752
4.687440289,4.28797391887
4.770769186,4.29779449362
4.85557942561,4.30718668933
4.94189734175,4.31625664537
5.02974973648,4.32507819229
5.11916388831,4.33369822046
5.21016756068,4.34212169953
5.3027890106,4.35028384894
5.39705699739,4.35803462211
5.49300079163,4.36515312046
5.59065018425,4.37139871732
5.69003549576,4.3765835679
5.7911875857,4.38063317436
5.8941378622,4.38359990314
5.9989182917,4.3856229326
6.10556140897,4.38685531569
6.21410032709,4.38739262001
6.32456874783,4.38723949441
6.43700097208,4.38632995574
6.55143191047,4.38458468569
6.66789709427,4.38197015261
6.78643268638,4.37852884095
6.90707549256,4.37436713474
7.02986297288,4.36960585511
7.15483325334,4.36432468768
7.2820251377,4.3585292399
7.41147811953,4.3521501109
7.54323239451,4.34507508425
7.67732887285,4.33719975287
7.81380919204,4.32847730753
7.95271572976,4.31895205852
8.09409161702,4.30876605034
8.23798075161,4.2981391884
8.38442781165,4.28732282265
8.53347826955,4.27654323203
8.68517840606,4.26595448071
8.83957532467,4.2556168827
8.99671696622,4.24550742486
9.15665212381,4.23555399423
9.31943045795,4.22567282451
9.48510251195,4.21577944263
9.65371972762,4.20576073427
9.82533446129,4.19542625362
10.0,4.18447805249
