"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-02 09:00","2022","05","02","09:00","-12.6","","-15.3","","81","","","","10","","16","","24.1","","102.38","","","","-20","","Ice Crystals"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-02 10:00","2022","05","02","10:00","-11.6","","-14.3","","81","","","","11","","15","","24.1","","102.36","","","","-19","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-02 11:00","2022","05","02","11:00","-10.6","","-13.3","","81","","","","13","","16","","24.1","","102.34","","","","-18","","Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-02 12:00","2022","05","02","12:00","-9.9","","-12.4","","82","","","","14","","20","","24.1","","102.34","","","","-18","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-02 13:00","2022","05","02","13:00","-9.2","","-11.8","","82","","","","13","","22","","24.1","","102.31","","","","-17","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-02 14:00","2022","05","02","14:00","-8.7","","-11.2","","82","","","","13","","27","","24.1","","102.28","","","","-17","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-02 15:00","2022","05","02","15:00","-8.4","","-10.8","","83","","","","13","","27","","24.1","","102.26","","","","-17","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-02 16:00","2022","05","02","16:00","-7.8","","-10.1","","83","","","","14","","16","","24.1","","102.25","","","","-14","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-02 17:00","2022","05","02","17:00","-7.8","","-9.8","","86","","","","13","","22","","24.1","","102.20","","","","-15","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-02 18:00","2022","05","02","18:00","-8.0","","-9.8","","87","","","","14","","24","","24.1","","102.16","","","","-16","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-02 19:00","2022","05","02","19:00","-8.4","","-10.0","","89","","","","13","","25","","24.1","","102.14","","","","-17","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-02 20:00","2022","05","02","20:00","-9.5","","-10.9","","90","","","","10","","14","","24.1","","102.12","","","","-16","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-02 21:00","2022","05","02","21:00","-11.0","","-12.2","","91","","","","11","","9","","24.1","","102.12","","","","-16","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-02 22:00","2022","05","02","22:00","-10.9","","-12.0","","92","","","","6","","13","","24.1","","102.09","","","","-17","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-02 23:00","2022","05","02","23:00","-10.9","","-12.1","","91","","","","9","","12","","24.1","","102.06","","","","-17","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-03 00:00","2022","05","03","00:00","-11.6","","-12.8","","91","","","","12","","16","","24.1","","102.04","","","","-19","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-03 01:00","2022","05","03","01:00","-12.0","","-13.2","","91","","","","12","","10","","24.1","","102.04","","","","-18","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-03 02:00","2022","05","03","02:00","-12.1","","-13.5","","89","","","","15","","13","","24.1","","102.05","","","","-19","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-03 03:00","2022","05","03","03:00","-12.6","","-14.6","","85","","","","15","","16","","24.1","","102.02","","","","-20","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-03 04:00","2022","05","03","04:00","-14.1","","-16.2","","84","","","","14","","6","","24.1","","102.03","","","","-18","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-03 05:00","2022","05","03","05:00","-13.8","","-16.2","","83","","","","16","","11","","24.1","","102.01","","","","-20","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-03 06:00","2022","05","03","06:00","-12.9","","-15.5","","81","","","","16","","15","","24.1","","101.97","","","","-20","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-03 07:00","2022","05","03","07:00","-12.3","","-15.3","","78","","","","15","","14","","24.1","","101.96","","","","-19","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-03 08:00","2022","05","03","08:00","-10.7","","-13.9","","78","","","","15","","16","","24.1","","101.95","","","","-18","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-03 09:00","2022","05","03","09:00","-9.8","","-13.1","","77","","","","15","","21","","24.1","","101.94","","","","-18","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-03 10:00","2022","05","03","10:00","-8.5","","-11.9","","77","","","","14","","18","","24.1","","101.92","","","","-16","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-03 11:00","2022","05","03","11:00","-7.4","","-10.7","","78","","","","17","","28","","24.1","","101.86","","","","-16","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-03 12:00","2022","05","03","12:00","-6.4","","-9.5","","79","","","","17","","31","","24.1","","101.83","","","","-15","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-03 13:00","2022","05","03","13:00","-5.7","","-8.7","","80","","","","17","","40","","24.1","","101.78","","","","-15","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-03 14:00","2022","05","03","14:00","-5.2","","-8.0","","81","","","","16","","34","","24.1","","101.76","","","","-14","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-03 15:00","2022","05","03","15:00","-4.6","","-7.4","","81","","","","17","","37","","24.1","","101.74","","","","-13","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-03 16:00","2022","05","03","16:00","-4.6","","-7.3","","81","","","","17","","29","","24.1","","101.72","","","","-12","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-03 17:00","2022","05","03","17:00","-5.3","","-7.5","","84","","","","17","","30","","24.1","","101.66","","","","-13","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-03 18:00","2022","05","03","18:00","-6.0","","-8.1","","85","","","","16","","35","","24.1","","101.62","","","","-15","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-03 19:00","2022","05","03","19:00","-7.2","","-9.2","","86","","","","16","","20","","24.1","","101.64","","","","-14","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-03 20:00","2022","05","03","20:00","-8.2","","-9.9","","88","","","","16","","29","","24.1","","101.59","","","","-17","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-03 21:00","2022","05","03","21:00","-9.4","","-11.1","","88","","","","17","","16","","24.1","","101.59","","","","-16","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-03 22:00","2022","05","03","22:00","-10.0","","-11.8","","87","","","","15","","24","","24.1","","101.57","","","","-19","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-03 23:00","2022","05","03","23:00","-10.9","","-12.5","","88","","","","17","","39","","24.1","","101.50","","","","-22","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-04 00:00","2022","05","04","00:00","-11.0","","-12.8","","86","","","","17","","37","","24.1","","101.51","","","","-22","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-04 01:00","2022","05","04","01:00","-12.0","","-13.9","","86","","","","17","","31","","24.1","","101.51","","","","-22","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-04 02:00","2022","05","04","02:00","-12.5","","-14.2","","87","","","","17","","36","","24.1","","101.47","","","","-24","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-04 03:00","2022","05","04","03:00","-13.0","","-14.9","","86","","","","16","","40","","24.1","","101.40","","","","-25","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-04 04:00","2022","05","04","04:00","-13.8","","-15.8","","85","","","","15","","31","","24.1","","101.38","","","","-25","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-04 05:00","2022","05","04","05:00","-13.8","","-16.0","","84","","","","16","","30","","24.1","","101.36","","","","-24","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-04 06:00","2022","05","04","06:00","-13.7","","-16.1","","82","","","","16","","25","","24.1","","101.35","","","","-24","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-04 07:00","2022","05","04","07:00","-13.2","","-15.7","","81","","","","15","","31","","24.1","","101.30","","","","-24","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-04 08:00","2022","05","04","08:00","-12.4","","-15.1","","81","","","","15","","33","","24.1","","101.25","","","","-23","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-04 09:00","2022","05","04","09:00","-11.7","","-14.3","","81","","","","16","","44","","24.1","","101.19","","","","-23","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-04 10:00","2022","05","04","10:00","-10.7","","-13.3","","82","","","","17","","37","","24.1","","101.17","","","","-21","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-04 11:00","2022","05","04","11:00","-9.8","","-12.4","","81","","","","15","","45","","24.1","","101.14","","","","-21","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-04 12:00","2022","05","04","12:00","-8.9","","-11.6","","81","","","","16","","45","","24.1","","101.12","","","","-20","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-04 13:00","2022","05","04","13:00","-7.8","","-10.3","","82","","","","16","","33","","24.1","","101.12","","","","-17","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-04 14:00","2022","05","04","14:00","-7.0","","-9.4","","83","","","","16","","42","","24.1","","101.04","","","","-17","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-04 15:00","2022","05","04","15:00","-6.2","","-8.6","","83","","","","16","","34","","24.1","","101.05","","","","-15","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-04 16:00","2022","05","04","16:00","-5.8","","-8.2","","83","","","","16","","34","","24.1","","101.02","","","","-15","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-04 17:00","2022","05","04","17:00","-6.1","","-8.4","","84","","","","15","","37","","24.1","","101.00","","","","-15","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-04 18:00","2022","05","04","18:00","-6.5","","-8.7","","85","","","","15","","38","","24.1","","100.97","","","","-16","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-04 19:00","2022","05","04","19:00","-7.4","","-9.4","","86","","","","15","","42","","24.1","","100.93","","","","-17","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-04 20:00","2022","05","04","20:00","-8.4","","-10.3","","86","","","","15","","35","","24.1","","100.92","","","","-18","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-04 21:00","2022","05","04","21:00","-9.6","","-11.2","","88","","","","15","","39","","24.1","","100.86","","","","-20","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-04 22:00","2022","05","04","22:00","-10.2","","-11.8","","88","","","","16","","31","","24.1","","100.85","","","","-20","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-04 23:00","2022","05","04","23:00","-10.6","","-12.1","","89","","","","15","","35","","24.1","","100.80","","","","-21","","Mostly Cloudy"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-05 00:00","2022","05","05","00:00","-10.8","","-12.3","","89","","","","15","","41","","24.1","","100.75","","","","-22","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-05 01:00","2022","05","05","01:00","-11.6","","-13.1","","89","","","","15","","25","","24.1","","100.71","","","","-21","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-05 02:00","2022","05","05","02:00","-11.7","","-13.3","","88","","","","15","","35","","24.1","","100.66","","","","-22","","Mainly Clear"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-05 03:00","2022","05","05","03:00","-11.9","","-13.5","","88","","","","16","","39","","24.1","","100.60","","","","-23","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-05 04:00","2022","05","05","04:00","-12.3","","-14.1","","87","","","","15","","43","","16.1","","100.53","","","","-24","","Blowing Snow"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-05 05:00","2022","05","05","05:00","-11.5","","-13.3","","86","","","","15","","39","","16.1","","100.50","","","","-23","","Blowing Snow"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-05 06:00","2022","05","05","06:00","-10.9","","-12.9","","85","","","","14","","22","","24.1","","100.49","","","","-19","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-05 07:00","2022","05","05","07:00","-10.1","","-11.8","","87","","","","15","","34","","16.1","","100.45","","","","-20","","Blowing Snow"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-05 08:00","2022","05","05","08:00","-9.3","","-11.1","","87","","","","14","","41","","16.1","","100.38","","","","-20","","Blowing Snow"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-05 09:00","2022","05","05","09:00","-7.9","","-9.7","","87","","","","15","","35","","19.3","","100.35","","","","-17","","Blowing Snow"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-05 10:00","2022","05","05","10:00","-7.2","","-9.0","","87","","","","15","","38","","19.3","","100.31","","","","-17","","Blowing Snow"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-05 11:00","2022","05","05","11:00","-6.5","","-8.3","","87","","","","15","","36","","16.1","","100.29","","","","-16","","Blowing Snow"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-05 12:00","2022","05","05","12:00","-5.7","","-7.6","","87","","","","15","","34","","16.1","","100.25","","","","-14","","Blowing Snow"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-05 13:00","2022","05","05","13:00","-5.4","","-7.2","","87","","","","14","","36","","19.3","","100.17","","","","-14","","Blowing Snow"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-05 14:00","2022","05","05","14:00","-5.2","","-6.9","","88","","","","14","","36","","19.3","","100.12","","","","-14","","Blowing Snow"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-05 15:00","2022","05","05","15:00","-4.8","","-6.3","","89","","","","14","","31","","24.1","","100.08","","","","-13","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-05 16:00","2022","05","05","16:00","-4.4","","-5.7","","91","","","","14","","23","","24.1","","100.07","","","","-11","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-05 17:00","2022","05","05","17:00","-3.9","","-5.1","","91","","","","13","","22","","19.3","","100.04","","","","-10","","Mostly Cloudy"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-05 18:00","2022","05","05","18:00","-4.0","","-5.0","","93","","","","14","","22","","24.1","","100.00","","","","-11","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-05 19:00","2022","05","05","19:00","-4.0","","-4.8","","94","","","","14","","25","","24.1","","99.97","","","","-11","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-05 20:00","2022","05","05","20:00","-4.0","","-4.8","","94","","","","12","","16","","24.1","","99.97","","","","-10","","Mostly Cloudy"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-05 21:00","2022","05","05","21:00","-4.2","","-4.9","","95","","","","12","","13","","24.1","","99.94","","","","-9","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-05 22:00","2022","05","05","22:00","-4.3","","-4.9","","96","","","","12","","12","","24.1","","99.93","","","","-9","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-05 23:00","2022","05","05","23:00","-4.5","","-5.1","","96","","","","13","","10","","24.1","","99.92","","","","-9","","Mostly Cloudy"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-06 00:00","2022","05","06","00:00","-5.4","","-6.0","","96","","","","2","","6","","24.1","","99.97","","","","-8","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-06 01:00","2022","05","06","01:00","-5.5","","-6.0","","96","","","","4","","5","","24.1","","99.99","","","","-8","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-06 02:00","2022","05","06","02:00","-5.2","","-5.8","","96","","","","4","","8","","24.1","","100.01","","","","-9","","Mostly Cloudy"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-06 03:00","2022","05","06","03:00","-4.9","","-5.5","","96","","","","4","","5","","24.1","","100.02","","","","-7","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-06 04:00","2022","05","06","04:00","-4.8","","-5.4","","96","","","","3","","9","","24.1","","100.02","","","","-9","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-06 05:00","2022","05","06","05:00","-4.8","","-5.4","","95","","","","3","","9","","24.1","","100.05","","","","-9","","Snow"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-06 06:00","2022","05","06","06:00","-4.2","","-5.0","","95","","","","4","","8","","24.1","","100.09","","","","-8","","Snow"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-06 07:00","2022","05","06","07:00","-3.8","","-4.6","","94","","","","1","","8","","24.1","","100.12","","","","-7","","Snow"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-06 08:00","2022","05","06","08:00","-3.5","","-4.5","","93","","","","4","","5","","24.1","","100.16","","","","-6","","Snow"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-06 09:00","2022","05","06","09:00","-2.8","","-4.2","","90","","","","3","","4","","22.5","","100.18","","","","-4","","Snow"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-06 10:00","2022","05","06","10:00","-2.3","","-3.8","","89","","","","2","","7","","19.3","","100.21","","","","-5","","Snow"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-06 11:00","2022","05","06","11:00","-2.1","","-3.5","","90","","","","3","","9","","24.1","","100.25","","","","-6","","Snow"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-06 12:00","2022","05","06","12:00","-2.1","","-3.6","","90","","","","4","","9","","24.1","","100.32","","","","-6","","Snow"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-06 13:00","2022","05","06","13:00","-2.2","","-3.7","","89","","","","4","","8","","24.1","","100.37","","","","-5","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-06 14:00","2022","05","06","14:00","-1.7","","-3.6","","87","","","","4","","14","","24.1","","100.40","","","","-6","","Mostly Cloudy"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-06 15:00","2022","05","06","15:00","-1.9","","-3.3","","90","","","","3","","13","","24.1","","100.46","","","","-6","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-06 16:00","2022","05","06","16:00","-2.1","","-3.6","","89","","","","4","","16","","24.1","","100.51","","","","-7","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-06 17:00","2022","05","06","17:00","-2.7","","-4.2","","90","","","","3","","18","","24.1","","100.55","","","","-8","","Mostly Cloudy"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-06 18:00","2022","05","06","18:00","-3.6","","-4.7","","92","","","","3","","23","","16.1","","100.61","","","","-10","","NA"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-06 19:00","2022","05","06","19:00","-4.7","","-5.8","","92","","","","3","","25","","16.1","","100.68","","","","-12","","Snow"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2022-05-06 20:00","2022","05","06","20:00","-5.4","","-6.7","","90","","","","3","","23","","16.1","","100.74","","","","-13","","Snow"
